Perguntas,Tags
Como os buscadores indexam o conteúdo exibido com angular?    Pesquisei a respeito e verifiquei que aparentemente o Google lê Javascript segundo esta matéria.  Mas isso é realmente verdade?   Estava navegando e olha o que encontrei no site oficial da globo:    Acredito que essa sintaxe seja do Angular. Se o Google não lê JS como corrigir esse tipo de erro ?,html angular
"É o seguinte, gostaria de uma sugestão e dica para fazer correto um sistema. Por exemplo, hoje eu utilizo jquery e muito as requisições $.ajax, isto é para popular algum dados, para enviar dados de formulario e etc. Porém eu percebi que estou fazendo muitas requisições para o servidor e não sei se estou utilizando certo.  Para dar um exemplo eu tenho um formulário de cadastro de clientes por exemplo, quando a página de cadastro é aberta eu chamo várias requisições sendo elas:   Carregar os estados -- Carregar as cidades (quando altera o estado carrega a cidades) Carregar as profissoes Carregar o estado civil Carrega Local da moradia   Entre outros dados que populo dinamicamente os   A minha dúvida é o seguinte, qual o melhor caminho para fazer essas requisições? ou o que fazer talvez para otimizar e não encher meu código de $.ajax...  Recentemente vi uma postagem do wBruno no blog pessoal dele falando que não é para usar jQuery exageradamente, e estou fazendo exatamente isto hahah..  Como vocês trabalham com isto? Quando precisa popular vários valores em um DropDown? Agradeço as dicas! ",jquery html 
"Meu controller não envia os dados pro meu router quando meu Model está sendo exportado na aplicação e eu não sei porquê isso acontece.  controller.js  CODE   dados.js  CODE   package.json  CODE   router.js  CODE   Se eu comentar a parte do codigo que exporta o Model, tipo:  CODE   Meu controller passa a funcionar de boas, consigo até enviar dados estáticos do server para o cliente, porém eu preciso do Model pra pegar os dados do banco.     Obs: Mongoose conecta normal, tudo funciona ok com exceção dessa parte.  ",node.js
"CODE   Aqui tenho meus CODE   CODE   E aqui meu formulário, a funcionalidade esta certa a unica coisa é que quando carrego a pagina as mensagens de erro já ficam aparecendo. Gostaria que ao carregar a pagina nenhuma mensagem aparecesse e o botão ficasse desabilitado e apenas quando o usuário clicar ou digitar que meus CODE  irão entrar em ação mostrando as mensagens de erros. ",angular 
"A pergunta é bem simples mesmo, estou trabalhando com Angular no momento para aprender e estou criando uma landing-page usando algumas características do angular como o ngFor e por aí vai... mas gostaria de saber para que exatamente serve o Angular? O que eu posso fazer com ele? ",angular
"Estou usando um plugin pra popular cidade/estado, mas queria usar em mais de um select, então queria usar por classe ao invés de ID, mas o que tentei até agora não funcionou.  Tentei seguir esta pergunta famosa do SOen, mas não deu certo no script que estou usando:  CODE   Com CODE  ele funciona certinho, como dá pra ver nesta pergunta, mas tentei assim por exemplo CODE  e colocando a classe no CODE , mas não deu certo.   Segue um FIDDLE que o @Sergio postou nesta resposta (está com apenas dois estados). ",jquery
"Viva, Tenho 2 gráficos e queria trazer para eles valores da base de dados para isso utilizo o php e trago os valors com o Json da seguinte forma:  CODE   Após isto, pesquisei pela net e encontrei várias coisas e implementei isto  CODE   Mas queria dar destaque a parte onde recebo os dados do ficheiro php. A minha dúvida é como receber e colocá-los nos values do gráfico ",html 
"Então, estou desenvolvendo com foco no Opera 12, ele tem um depurador bem interessante, parecido com do Chrome, porém uma coisa que me aborrece muito é que o refresh não limpa o cache do browser, muitas vezes fechar a aba e abrir uma nova não limpa também.  Fechar o browser e abrir novamente, as vezes limpa, porém o que é mais certeiro é fecha-lo apagar a pasta de cache dele, depois abrir novamente. Apenas apagar a pasta e atualizar não funciona, ele cria um novo cache igual a página que estava carregada antes.  Alguém sabe como desativar o cache dos scripts carregados no Opera 12? ",html
"Quando eu faço a marcação no html funciona normalmente, quando escrevo em minha folha jQuery utilizando a api ().html não funciona, estou achando que é por causa das data- escritas na div, como eu poderia fazer funcionar?  CODE   Consegui resolver esse problema fazendo a chamada, na folha dos meus scripts, como disse o @LuizTanure e reinteirou o @FabricioMatte.  CODE   E na folha do HTML ajeitei os scripts dessa forma:  CODE    // biblioteca jquery  CODE   Só assim foi possível fazer o plugim funcionar direito , quando inserido via .html() direto em minha folha de scripts (meu.js).  É preciso tomar cuidado com a ordem das chamadas.  @PauloRoberto Realmente não há problema algum inseri conteúdo via Jquery/javascript, só vejo vantagens, mesmo como string, na verdade além de ser mais fácil não encontrei contra indicações relevantes.  Veja ao inspecionar elemento que aparece como se estivesse inserido direto no html, além de ser fácil a edição, e o carregamento da página é rápido também.   vlw ;) ",jquery
"Estou tentando utilizar uma navegação sem refresh na pagina, mas quando clico no link, da esse erro:  CODE    Usei esse CODE  só como teste.  arquivo CODE , o que faz a magia acontecer:  CODE   arquivo CODE  resumido:  CODE   Obs: usei o navegador Chrome e Firefox para testar. ",html 
Estou estudando o mongoose e estou enfrentando um problema.  Ao tentar usar o find ele apenas retorna um vetor vazio enquanto deveria retornar todos do MongoDB.  Aqui está o código.  CODE,node.js
estou com conflito entre o  CODE   e os  CODE   alguém sabe alguma forma de resolver?ambos são existenciais,jquery
"Estou fazendo duas requisições no banco, uma traz os pedidos agrupados apenas para visualização no front, a outra traz todos os valores, essa última preciso mostrar o total de cada pedido junto com a visualização da primeira requisição.      CODE   CODE         eu consegui pegar o total de cada pedido salvo no banco já com a variável totalOrder:   Mas no front só vem última e não estou conseguindo colocar em cada loop.  ",angular 
"Como configuro o botão compartilhar para continuar, ele não funciona por exemplo compartilhe e continue, e também esta com um problema que quando a pagina e carregada devagar o texto é exibido , estou fazendo testes nesse site http://mundialfrases.com      CODE        ",html
"estou começando com node/express etc. Crie um site com a intenção de aprendizando e estou precisando de ajuda.  Tenho uma query em mysql que é enviada para uma view EJS via o código abaixo:   CODE   Uso essa variável para fazer o data binding com uma tabela (SAPIU5 componente)  Quero na mesma pagina, ou seja, index usar uma outra variável para preencher outra tabela. Estou usando a mesma lógica, mas não está funcionando  CODE   Se eu usar um dos dois funciona os dois ao mesmo tempo não funciona.  Eu já tentei de algumas formas resolver esse problema, mas não consegui.   Observação, por está usando componentes especificos na view EJS (estou usando SAPUI5) preciso ter o resultado em duas variáveis, pois desta forma posso fazer o databind para os componentes (tabelas). Nesse momento só tem uma tabela, não consegui ter as duas variaveis com dados.  CODE   Como eu faço para gerar uma variável da consulta sql é usa-la na view juntamente com uma outra variável de uma consulta API.  Muito obrigado. ",node.js
"Estou desenvolvendo uma aplicação simples para capturar fotos através de uma web cam, a parte de capturar a foto e salvar ta funcionando tranquilamente, no entanto estou com problemas de resolução.  Quando utilizo um software instalado no pc, a imagem fica de ótima qualidade, quando vou para o browser essa qualidade toda some.  Gostaria de saber se:  Os browsers atualmente tem esse limite de resolução mesmo?  Qualquer ajuda, sugestão será bem vinda. ",html 
"Preciso que quando CODE  for Cavalo Truck o CODE  seja preenchido e mostre uma mensagem pedindo para preencher, e se for Truck ou Bitruck não deverá ser preenchido mostrando uma mensagem também. Alguma mensagem em JS.  Código:  CODE  ",html
"Sou iniciante na programação e estou criando um pequeno sistema e nele eu terei um botão de deslogar o usuário, o código:  CODE   Como vocês devem ter percebido, ao clicar na imagem, o usuário é automaticamente deslogado, porém eu gostaria de colocar uma janela de confirmação antes de deslogar o usuário, porque as vezes ele pode ter clicado sem querer. Gostaria que na janela de confirmação, tivesse 2 botões, ""OK"" e ""Cancelar"", caso o usuario clicasse no botão ""OK"", ele seria deslogado, se ele clicasse em ""Cancelar"", apenas fecharia a janela de confirmação.   Procurei na internet, mas não achei exatamente o que eu queria e como sou iniciante, não consigo criar do 0 isso.  Obrigado! ",html 
Tenho o seguinte código que os dados estão retornando certinho pelo CODE   CODE   quando eu do require nesse arquivo em outro   CODE   ele retorna undefined   alguém ai poderia me ajudar como recuperar esses valores é pode usar eles ? igual retorna no CODE  ?  ou se existe algum pacote que já faça isso ?,node.js
"Estou usando registro br para meu site e sistema web, na parte do servidor eu uso nodejs e estou tentando criar subdomínios dinâmicos (widcard), ao tentar usar o módulo widcard do nodejs ele simplesmente não me retorna nada. Alguém já trabalhou com o mesmo e tem algum exemplo ou algum outro jeito de fazer isso?? ",node.js
Faço uso de um plugin que ativa as teclas de atalho:     http://www.stepanreznikov.com/js-shortcuts/   Só que esse plugin roda somente nas versões antigas do jQuery.  Gostaria que ele funcionasse na ultima versão do jQuery 2.1.4.   Alguém se habilita a fazer as alterações/ajustes no GitHub deste projeto ou me indicar um plugin que funcione na ultima versão do jQuery?,jquery
"Bom, numa página chamo 3 modais do Bootstrap, cada modal tem uma div com mapa dentro, cada mapa ao ser clicado é criado um marker, e passado seu endereço para um input text especifico, cada chamada com função do mapa está em um arquivo .js, ao chamar apenas um arquivo, tudo funciona bem, mas, ao incluir os outros js, nenhum funciona.  O conteudo do js é:  CODE   } ",html
"Como posso fazer isso? Tenho um formulário que tem alguns input text, gostaria que quando o usuário colasse uma url de uma imagem na web aparece ao lado um div com essa imagem. Creio que seria com Ajax mas não tenho nenhuma ideia de como começar. ",html 
"Tenho que desenvolver uma aplicação Java que, por meio de um Json se comunique com o Node e mude o idioma do site.  O problema é: o node tem de acessar as literais/labels do site em CODE  e transforma-lo em CODE .  Usando o JSON.parser eu consegui criar um objeto e imprimir a chave-valor que eu especifiquei, mas não consigo torna-lo um CODE . Alguma ajuda? Segue o código do node:  CODE  ",node.js 
"Olá,   estou construindo uma página html onde realizo o merge de arquivos js utilizando Grunt e os módulo   grunt-usemin grunt-contrib-uglify grunt-contrib-concat   para fazer a compactação do js utilizo a seguinte estrutura  CODE   e configurei as tasks no grunt  CODE   dessa forma ao executar a task  CODE   o arquivo CODE  é gerado.  segundo a documentação do grunt-usemin é possível utilizar também para compactar CSS, utilizando o grunt-contrib-cssmin  então adicionei o módulo e adicionei o processo de cssmin na task de para fazer o merge  CODE   e configurei no html  CODE   funciona apenas se os arquivos css não tiverem CODE  inline.  o erro retornado, por exemplo, é  CODE   Procurando um pouco mais, vi que posso configurar a task para fazer duas coisas  1 ignorar os CODE   2 informar o diretório de onde devem ser buscadas as referências  tentei os dois   CODE   e  CODE   e nenhum dos dois funciona, ainda retornando o erro.  o que devo fazer para que o css seja criado corretamente?  obrigado pela ajuda ",html 
"Estou tentando fazer uma listagem dos tipos de pagamentos disponíveis na api do pagseguro.   Para fazer isso eu uso uma função js do pagseguro chamada PagSeguroDirectPayment.getPaymentMethods()  O problema é que no callback dessa função, eu não consigo acessar as minhas variáveis do angular. Quando eu crio uma variável normal ele consegue acessar. Se eu coloco um botão para colocar os dados da variável normal na do angular ele funciona, mas eu queria ele carregasse no callback da função.  CODE  ",angular
"Este código remove todas as divs menos selecionada, mas também as do menu motherboard o que eu estava a tentar fazer era com que as debaixo fossem independes das de cima. Peço desculpa por mostrar o código assim mas não dá para meter no editor, porque é preciso dos dados da bd. O resultado deste código https://www.youtube.com/watch?v=wIkAsCj8oIk  CODE  ",jquery html 
"Tenho um tabela de cadastro num modal, ele tem o botao de salvar e cancelar, somente ao preencher todos os input e select obrigatorio ele libera o salvar, e salva no banco de dados, ta tudo funcionando, só que se eu ir no alterar ele traz todas as opções selecionada conforme foi salvo, só nao vem o botao de salvar liberado só libera se passar o focus em todos os campos obrigatório. Eu gostaria que ele liberasse automatico já que todos os campos obrigatórios estao salvos.  esse é o javascript  CODE   esse é o Html do botão salvar  CODE   e o inpSenha e a classe que vai no input ou select que sera obrigatório que poder me ajudar ",jquery html
"eu estou com este codigo:      CODE   CODE         Ele está aparecendo em 3 em 3 numeros, porem, eu quero que, a cada clique ele atualize ele mesmo com os proprios numeros do array em sequencia.  Exemplo: Se clicar agora, vai aparecer 1,2,3. Eu quero que quando clicar na proxima vez, apareça: 4,5,6 e no proximo: 7,8,9 e no ultimo clique, apareça: 10. Nao criando novos elementos no body e sim atualizando-o.  Alguem poderia me ajudar e se possivel explicar o que foi feito?  Quero apenas esta mudanca, de comecar do numero que nao aparece na tela, que logo de inicio é, 1 ate 3, e comecar do 4 e ir ate 6 e comecar do 7 e ir ate o 9 e quando clicar pelo ultima vez aparecer o 10. ",html
"É possível dentro de um Controller, retornar uma ação javascript e proceder com o script do controller ?  Exemplo:  Chamada para pagina de Login:  CODE   Controller  CODE   porem o echo do javascript não funciona dentro do controller, somente se eu der um return, e se eu der um return o resto da função do controller não é executado.  Qual o melhor procedimento nesse caso ?  Tentativa1:   CODE  ",jquery
"Tenho a seguinte rota padrão:  CODE   Quando eu bato no meu localhost sem informar uma rota, é carregado o componente listagemcustofixo. Não deveria carregar o bem vindo module?  Este é meu guard que leva pra tela de login caso não possua token:  CODE  ",angular 
"Ola, eu estou com problemas em fazer do download de um arquivo gerado pelo backend no meu projeto angular, eu tenho o seguinte metodo  CODE   Quando ele e chamado ele vai para Url de download do meu arquivo, porem quando eu chamo essa Rota/Url via angular, ele não faz o download, porem na aba de Network o arquivo esta salvo em response, segue print do resultado   No meu FrontEnd, quando eu aperto um botão e chamado o seguinte metodo  CODE   Eu queria saber como eu faço para baixar a resposta que esta no Network ",angular 
Em um modal eu tenho um formulário com dados que podem ser editados. Se o usuário confirmar o update os dados são atualizados e depois ele será encaminhando a nova página. Mas nessa nova página as informações que aparecem ainda são as antigas (antes do update). Se eu der um F5 as informações novas aparecem.  Informações antes de atualizar   Novas informações   Informações que aparecem no primeiro momento quando confirmo a atualização.   Depois do F5   Segue o código abaixo:  CODE,angular
"Como posso ter o vhost com extensão?  por exemplo   Como eu tentei:  CODE   Mas não deu certo. Queria saber se isso é possível, e se for como?  A API está funcionando corretamente.  Estou usando o express  código completo:      CODE        ",node.js
"Então pessoal, desejo fazer um contador regressivo que você informa a hora que você entrou no local, e ele faz a soma por 6hrs e 20 min, e diz pra você a hora que você vai sair e pega essa hora e subtrai pela hora atual do computador e joga pro contador fazer a contagem regressiva. No meu código atual tenho um relógio que puxa a hora atual do computador e um contador regressivo que você informa a hora e ele regride, então meus problemas são os seguintes:  1 - Meu contador não suporta horas, somente minutos e segundos. 2 - Não sei como fazer para somar a hora informada da hora definida de 06:20:00hrs e em seguida mostrar em algum lugar na página esta hora. 3 - Não sei como fazer a subtração da hora que a pessoa vai sair da hora atual do computador e jogar essa hora pro contador.      CODE        ",html
"Estou criando um Menu Accordion, baseando em um exemplo que achei na internet, no entanto, estou lutando pra tentar fazer com que fique uma opção em aberto por padrão, igualmente nesse exemplo aqui.  Alguém poderia me ajudar?      CODE   CODE   CODE        ",jquery
"Estou desenvolvendo um aplicativo utilizando Ionic 2/Angular 2/Typescript.  Este aplicativo utiliza o plugin de notificações push nativas do Ionic 2 e o Google Cloud Message (GCM) em conjunto com o Amazon SNS.  O evento ""on notification"" frequentemente não está sendo disparado.  O SNS envia a mesma mensagem via push e via sms. As mensagens via sms sempre são recebidas.  Sempre preciso desinstalar o aplicativo e reiniciar a máquina virtual para funcionar. As vezes funciona, as vezes não. As vezes funciona apenas no início e depois para de receber notificações.   Alguém está com o mesmo problema ou sabe as possíveis causas? ",angular
"Olá Preciso desenvolver um website que cria rotas, estou utilizando a Google API's JavaScript. Preciso conseguir a localização do usuário, porem a mesma deve ser do GPS caso o usuário esteja acessando através de um dispositivo mobile,  e não por IP como a função do HTML5.  É possível acessar os dados do GPS através de uma aplicação web? Como desenvolvo isso? ",html
"Tenho a index.php, que tem lado a lado um formulário de inserção e uma tabela que reflita o banco, nao precisa ter timeout, só quero que quando faço um novo registro na tabela, ele vai aparecer na tabela ao lado, sem fazer refresh na pagina, olha como esta o metodo até agora:  CODE   a div:  CODE   por enquanto estou tentando fazer assim, mas retorna ""undefined""  essa pagina select.php até agora só tem um echo dizendo que funcionou, para teste, mas ela vai fazer select no banco e retornar em echo, os resultados da tabela. ",jquery 
"Então pessoal, eu preciso só pegar uma informação do HTML e voltar o resultado do calculo, porém não consegui.  CODE  ",html
"Tenho o seguinte procedimento no meu controller do angular:  CODE   Estou iniciando esses componentes do materialize css. Quando entro a primeira vez nessa página está tudo Ok, porém caso eu clique em algum link dentro do site que me redireciona para a página, ocorre o seguinte erro:  CODE   Não consegui resolve-lo..estou iniciando nessa plataforma.. alguem pode me ajudar? ",jquery angular
"Possuo algumas páginas que usam arquivos/scripts javascript específicos e não incluo no header do site, pois nem todas as páginas o usariam, gostaria de saber se é uma boa prática incluir arquivos/códigos Js em partes distintas da página sem ser no header, e se isso reduz a velocidade de carregamento?  CODE   arquivo.js -- aqui será incluído por todas as páginas que possuem o header  Outra página específica:  CODE   arquivo.js -- incluindo o arquivo js numa parte distinta do header em uma página específica... ",html
"Olá, queria saber como usar a propriedade CODE  para conseguir o resultado que se tem nas li da nav-bar do site http://tableless.com.br/.  ",jquery html 
"Boa tarde,  Vi vários exemplos na internet de um modal abrindo sobre outro modal com o bootstrap, mas nenhum deles utilizando javascript. Não tem como abrir um modal sobre o outro com o bootstrap utilizando javascript? ",jquery
"Estou trabalhando em algumas atualizações e preciso que minha função JavaScript abra uma nova guia com um boleto e volte para outra depois que eu clicar em gerar boleto. Ela abre a nova guia, mas não volta para a página escolher_estab.php, não emite erro nenhum também. No Snippet ele mostra a página após 5 segundos, mas aqui no meu projeto ele executa apenas o window.open.  Segue Código:      CODE   CODE        ",html
"Eu preciso recuperar todos os meus atributos data, e setar as informações em um atributo data especifico.   Exemplo:  CODE    como posso escrever a função para que ela possa alterar tanto o data-campo como o data-valor?  Desculpem mas realmente está difícil encontrar alguma referência; ",jquery
"Como fazer um contador em JavaScript/jQuery onde ele seja nesse formato 00:00 e que ele pare e execute uma ação for parado, mas o seu limite é de 10 minutos, só pode ficar de 0s até 10 minutos, quando chegar nos 10 minutos ele automaticamente para e executa ação mesmo nao tendo sido parado manualmente... ",jquery
"tenho um codigo que estava funcionando e de um dia para o outro parou de funcionar, não estou entendendo o porque disto !!  Não esta nem disparando o evento ...  segui o codigo abaixo:   CODE   o js vem aqui:  CODE  ",jquery html
"Como eu posso selecionar e manipular elementos de todas as window.frames que estão sendo geradas por cada SVG dentro de uma tag CODE  que coloco na página ?  Estou querendo adicionar eventos CODE  nos elementos CODE  dos arquivos .svg carregados dinamicamente em divs, dentro do elemento object através do atributo CODE  . Os arquivos e a página índex estão no mesmo domínio.      Por hora estou conseguindo manipular os elementos somente quando é dado a índice da window aonde o svg está. Pensei ser possível tudo carregar na janela principal, para aproveitar um único documento.   mas pelo visto...  W3.org 13.5 Notes on embedded documents     "" An embedded document is entirely independent of the document in which it is embedded ""   ""Um documento incorporado é totalmente independente do documento em que está incorporado""  W3School - The Window Object     "" If a document contain frames ( tags), the browser creates one window object for the HTML document, and one additional window object for each frame.""   ""Se um documento contiver quadros (tags), o navegador cria um objeto de janela para o documento HTML e um objeto de janela adicional para cada quadro"".  Essa imagem é o cenário do painel DOM   para cada svg adicionado aparece um índice novo e uma CODE .    O índex está assim  aonde cada Window no painel DOM é o caminho que está sendo atribuído no attr CODE .      CODE         A maneira que estou acessando os elementos do SVG é a seguinte, fiz tanto com CODE  e também tentei com CODE .  ps: Jquery não vou postar pois o código é baseado nos javascript, ao invés do contentDocument tentei com contents() mas no fim, mesmo com Jquery, só conseguia quando misturava o contentDocument junto com um índice da Window.    Para selecionar todos os elementos dos CODE  e das CODE  eu tentei utilizar seletores sempre tentando suas funções CODE  ou CODE . Mas no fim, sempre que usava algum seletor desse eu fico preso ao ter que escolher um índice da Window.  Aproveitando, o que significa esse CODE  ?    Repare que o CODE  de cima, do SVG Um, está recebendo os eventos, e o de baixo, SVG Dois, não, gostaria que todos estivessem, e futuramente os demais SVG inseridos. ",html
"Tenho um Site em PHP e nele possui um campo para anúncios publicitários ( Onde eu posso colar códigos )  Como é um site que se redimensiona eu não faço ideia de como fazer um código HTML ou JAVA usar diferentes imagens para o mesmo espaço publicitário ( vários arquivos para diferentes dimensões - Pc ou Mobile  )   Por exemplo :  No Campo X eu poder usar ( colar )  um código que me permita usar dois arquivos para diferentes dimensões  por exemplo:  Dimensão 230x90 px   para Celular Dimensão 978x90 px   para PC   alguém pode me ajudar ? ficarei muito grato kkkkkkkkk  encontrei vários códigos, mas nao consegui  ",html 
"Tenho duas funções uma prepara os dados e faz um call para o Ajax e dentro da chamada para o Ajax tem um callback para outra função. Conforme código abaixo:  CODE   Isso tudo funciona perfeitamente, o problema é que preciso passar o retorno da função retorno_pizza_nacionalidade para dentro da tag  que fica na minha página index.php como posso fazer isso com javascript ou JQuery. Pesquisei bastante, mas não encontrei nada do tipo. Abaixo o retorno que preciso ""colar"" dentro da tag . Desde já obrigado.  CODE  ",jquery html
É possivel criar um sistema de pesquisa dentro de um site com javascript e sem banco de dados nem php?  Quero criar um sistema de pesquisa em HTML,html
"Minha página apresenta bugs quando visualizada na vertical, além disso ela é  melhor visualizada na horizontal.  É possível forçar para que uma página abra sempre na horizontal em dispositivos móveis? E permaneça fixa na horizontal.  ",html
"Estava olhando uns sites e reparei um site que montou esse exemplo aqui: http://html5-demos.appspot.com/hangouts. A principio eu não liguei mas depois quando vi o html dessa page vi que tem uma tag   CODE   que funciona como um 'canvas' só que para html. Queria saber se alguém sabe a respeito ou como criar elas...  OBS: não me refiro a canvas de gráficos, falei canvas como exemplo! ",html
"Eu preciso fazer um drag-and-drop que se pareça como a imagem abaixo, que é o sistema que estou desenvolvendo.  Nos botões referentes a ""1º Período"", ""2º Período"" e demais, coloquei uma função que retorna as disciplinas referente ao período informado.   Exemplo de table http://associacaoeua.com.br/particular/img/horario.png codigo  =   CODE     Ativei o drag no retorno das disciplinas, portanto consigo arrastá-la até o dia e hora desejado com:  CODE   quando solto a disciplina em um determinado local consigo pegar o código (ID) dele segue código que utilizei:  CODE   Eu consigo salvar no banco usando Ajax, o que não consigo é pegar o dia e a hora da aula. Apenas estou conseguindo pegar o ID da disciplina.    Assim que a disciplina for solta tenho que ter no   CODE   Como eu devo fazer isso?  ",jquery 
"Eu uso um CMS chamado uCoz e ele tem uma variável CODE  que exibe postagens relacionadas a da página que meu visitante lendo. Eu gostaria de colocar os linques relacionados entre o texto da postagem, mas não funciona por regra do sistema CMS, que não tem o root dos scripts aberto.  A solução que encontrei foi criar um CODE  e inserir o conteúdo que a variável CODE  gerar usando jQuery. Mas no Javascript as aspas duplas tem que colocar CODE  (barra inversa) antes e o código gerado não tem esta CODE  (barra inversa)  O código que a variável gera é assim  CODE   Só que o HTML é compacto em um linha só. ",jquery
"Eu queria criar uma função para mudar as cores do layout do site que estão desenvolvendo, esse site é feito em CodeIgniter, CSS3 e um pouco de Javascript puro, eu dei uma pesquisada na internet e não encontrei muita coisa, mas pelo pouco conhecimento que tenho acredito que seja em JS esse tipo de modificação. A função ficaria no Dashboard e o usuário poderá mudar as cores assim que desejar, cores já pré definidas. ",jquery 
"Eu tenho dois componentes:  Registro e Login  No RegistroComponent eu tenho essa âncora:  CODE   Eu preciso que quando o usuário clique na ancora altere no componente de login o atributo da minha classe ""already_client"" para true:  CODE   Eu pensei em fazer com input property mas eu uso o router-outlet para mostrar os componentes, eu não consigo usar, por exemplo:   Como posso fazer?  Obrigado  @Edit:  Como funcionou para mim:  Meu componente login:  CODE   Registrar component:  CODE   Serviço:  CODE  ",angular 
"Olá, como posso desenvolver uma forma de levar o usuário até um trecho (altura) da página quando clicar em um link!  Exemplo:  CODE   Ao clicar no link a pessoa vai para div roupas  Agradeço desde já! ",jquery html
"Preciso realizar 3 CODE . Um em cada tabela, e o seu resultado preciso utilizar nos CODE  restantes.  Na aplicação original, eu faço uma série de manipulações no resultado de cada consulta, o que deixa muito conteúdo, então eu resumo meu problema no seguinte código:  CODE   O CODE  é uma função onde eu envio a query e ele retorna o valor do select no banco.  O que eu quero é algo mais otimizado do que utilizar um dentro do outro, e ter de esperar o resultado. Imaginem que eu necessite utilizar mais tabelas, ficaria ainda maior.  ",node.js
No momento do click em uma CODE  o CODE  deve abrir.  Dessa forma consigo abrir o CODE .      CODE   CODE         O código porém não funciona no Firefox.  O mais incrível é que CODE  documenta CODE .  Como consigo fazer CODE  sobre um CODE  no Firefox?,jquery
Quando utilizamos de atributos como CODE  o texto é escrito da esquerda para direita. Podemos mudar isso? Fazer com que o texto comece  por exemplo do meio para os lados ou da direita para esquerda ?  Exemplo:  ----> Esquerda para direita  |MEU TEXTO ----|  Como preciso (+ é o centro)   &lt;---- ---->  |  Ipan + ema    |  ou  &lt;&lt;&lt;&lt;&lt;&lt;  Direita para Esquerda  | ---- MEU TEXTO|  Será isso possível? Obrigado !,jquery html 
"Possuo uma CODE , onde eu pego o valor selecionado em um CODE , utilizo esse valor em uma consulta CODE  e povoo um outro CODE  com o retorno da consulta. Até essa parte, tudo bem. Porém, esses CODE  serão gerados dinamicamente, usando o BeginCollectionItem, com isso, gerando um CODE  diferente para cada item gerado. Com isso, preciso obter esse valor, para enviar como parâmetro em minhas consultas.  Em Minha CODE , estou utilizando o seguinte código:  CODE   O que é me gerado em CODE  é esse:  CODE   Cada novo item, me gera um CODE  diferente.  Necessito recuperar o CODE  para utilizar como parâmetro em minha consulta CODE .  CODE     O valor do CODE  eu recupero ao clicar no mesmo. Faço isso nessa parte:  CODE   O problema, é recuperar o CODE  do CODE  gerado. Esse eu não poderei utilizar o evento CODE  ou CODE  para recuperar o valor.  Tentei utilizar algo como:  CODE   Mas recebo erro. ",jquery
"Eu tenho vários elementos cujo o id contêm, por exemplo, ""elem"", podem ser ""%elem"" ou ""elem%"", podem ter caracteres antes da String elem como depois ou antes e depois (""%elem%""). E gostaria de adicionar a todos os elementos que css com jQuery. Como posso selecionar todos os elementos que contêm ""elem"" no id? ",jquery 
"Gostaria de saber qual a diferença das declarações de diretivas.  Por exemplo:  CODE   Já vi e utilizei dessas formas, mas nao encontrei as diferenças. ",angular
"Estou fazendo um portfólio simples que não vai precisar de nenhum Framework como angular ou react, o que eu gostaria e fazer algo para que eu pudesse criar os arquivos html separados e um principal apenas trocando o conteúdo da pagina com JavaScript. Algo assim, meu index.html:  CODE   Um outro arquivo qualquer:  CODE   Outro arquivo html  CODE   Quero fazer com que esses arquivos sejam colocados dentro do meu html principal, não me preocupo de importar todos os css e javascript diretamente no meu arquivo principal já que vai ser algo muito leve, mas gostaria muito de fazer esse sistema de troca de arquivos. ",html 
"Já pesquisei muito, já mexi no código mas nada ajuda... alguém sabe me dizer porque este jogo roda travando nos mobiles, e algum jeito de otimiza-lo??  código completo: https://github.com/Dinicley/ElephantGame demo: http://elephantgame.dinicleyalves.com.br/ ",html 
"Estou estudando um pouco de Ajax e testando suas requisições. A minha dúvida fica por conta do retorno, ele está voltando undefined.  Essa é a função:  CODE   Essa é o retorno segundo o Postman   ",jquery 
"Para contextualizar: O código é uma página com algumas CODE  onde cada uma deve ter uma função e cada uma mostrar elementos HTML diferentes dependendo da necessidade (isso funcionou perfeitamente). O problema é que na função CODE  o código não funciona depois do CODE  (linha 6). (Eu testei só a primeira parte do if separado e também só a parte depois do else e ambas funcionaram como deveriam, o problema é quando estão como no código).  Código HTML:  CODE   Código JavaScript:  CODE  ",html 
Ao fazer o código em jQuery para um website deparei-me com o erro CODE . Este erro acontece mais exatamente na linha 2 CODE  não deixando executar o mesmo. Precisava de ajuda na resolução do mesmo se possível.  CODE,jquery html
"Primeiro o do botão CODE  que perde a ação quando coloco meu script para configurar minha tabela. Segundo preciso fazer alguns passos:   Carrego um combobox com dados de determinada tabela, ou seja nomes de alguns colaboradores. Carrego minha tabela com dados de outra tabela, nome dos clientes. Preciso selecionar o nome de um colaborador e um, ou vários, clientes  através de CODE  na tabela e enviar estes dados para outra tabela. Ou seja a tabela será composta pelo ID do colaborador lincado ao ID do Cliente, que no caso seria o colaborador responsável por aqueles clientes.   JavaScript  CODE   HTML / PHP  CODE  ",html
"Não sei se ficou claro, mas vou exemplificar, Eu tenho varias sections no meu site, e quando der scroll eu queria realizar alguns efeitos com Javascript, como eu faço para para saber quando exatamente o usuário estará visualizando a div, como no Scroll Spy do Boostrap? Eu tentei o pageYoffset, mas as medidas variam de acordo com a resolução. ",jquery 
